,rmse,mean,median,std,min,max,sse
DLIO.txt,0.24495859352821134,0.2297685483637659,0.22982629400464422,0.08491835329378009,0.012063060933711128,0.5792011494129322,321.6252592321923
FAST_LIO_sorted.txt,0.2245860770928137,0.1999662347131747,0.1865225369359153,0.10223703340069479,0.015263048462039132,0.6160158766042713,203.1174745584034
Motion_model_sorted.txt,0.3256181186222677,0.2720110762255677,0.24584432434164508,0.17898919963426177,0.0005180675631614084,0.8765992736501668,575.4093928432959
